Source,Target,Attributes
Gianluigi Zavattaro,Giuseppe De Palma,{'weight': 0.1}
Gianluigi Zavattaro,Saverio Giallorenzo,{'weight': 0.2}
Gianluigi Zavattaro,Matteo Trentin,{'weight': 0.05}
Matteo Trentin,Giuseppe De Palma,{'weight': 0.05}
Matteo Trentin,Saverio Giallorenzo,{'weight': 0.05}
Giuseppe De Palma,Saverio Giallorenzo,{'weight': 0.1}
