Source,Target,Attributes
Nicola Dragoni,Ivan Lanese,{'weight': 0.05}
Nicola Dragoni,Manuel Mazzara,{'weight': 0.1}
Nicola Dragoni,Saverio Giallorenzo,{'weight': 0.05}
Ivan Lanese,Saverio Giallorenzo,{'weight': 0.05}
Ivan Lanese,Manuel Mazzara,{'weight': 0.1}
Saverio Giallorenzo,Manuel Mazzara,{'weight': 0.05}
